temperature,total_energy,specific_heat,magnetization_per_site,magnetic_susceptibility
4.335,-655.4257333333334,0.14178967529439876,0.04224182098765433,0.3014921573682532
4.35,-652.0674666666666,0.13951926426052877,0.04200005144032932,0.2959844588233026
4.365,-649.6284,0.13676314893862773,0.04202752057613165,0.29961974599594915
4.38,-647.2602666666667,0.1356749218708187,0.041762757201646204,0.29500384477390657
4.395,-644.3290666666667,0.13372902316484175,0.041571707818930416,0.2916305100134009
4.41,-641.7277333333334,0.13275533845915172,0.04176018518518502,0.2905996432817313
4.425,-639.6326666666666,0.1323987885199614,0.04168369341563817,0.283967109529332
4.4399999999999995,-636.9837333333334,0.12878117322917282,0.040991923868313074,0.2794056976042274
4.455,-634.0733333333334,0.12975563542606536,0.04113868312757186,0.280354767230301
4.47,-632.0816,0.1287578097000334,0.04107978395061762,0.27545880072223067
4.484999999999999,-629.6093333333333,0.12630712453283255,0.04090360082304519,0.274636834291413
4.5,-627.0094666666666,0.12695099998916223,0.040863631687243024,0.27486089519813184
